Account#,Gross_TWR
42236283,0.825332386601645
70572219,0.38536541760389975
10278599,0.17948510673123552
17573140,0.47520087503725206
37860585,0.886481851774499
17742349,0.5409241734342939
84987575,0.5206553558041891
96656320,0.8635040884737893
43014819,0.6708585243705886
22317688,0.40920676579016124
12334211,0.0582702587017454
88023286,0.5825638596725706
54562718,0.6846173824640504
41973657,0.6554639531794276
66587186,0.7860642742541472
33368419,0.7312762771444814
48350136,0.10247430872459384
13094632,0.8593027371729366
30589508,0.3161587550058974
17423054,0.5497174464593062
65368931,0.6235496516246891
36440962,0.6326156215644307
90969891,0.9209893397640404
16565888,0.5317873938250403
89232825,0.8010407252987108
55428213,0.4649425029274451
84560597,0.9761689802468273
18156393,0.40590133495269365
78674718,0.4986189136124086
31517041,0.4406333256171232
11690677,0.10531886781667654
38838014,0.022643750659878115
72229892,0.2943820834497528
13675460,0.9050913391291527
67813128,0.1302386468811797
62344665,0.5662454658043385
77757045,0.496884274409391
30277066,0.21981748346686925
25007426,0.24897470780673425
97950841,0.8147819737282471
66567673,0.7356320736349423
14034315,0.38896820439946156
45950715,0.6189173317936411
61647616,0.6584559447696028
55566153,0.7079725030095537
70714441,0.6330603175768263
58162290,0.03152824963358458
14595907,0.31227136546513923
15968321,0.9571491466769934
15005303,0.7622444875934467
23122577,0.2908879851160112
54846604,0.034861244256985446
12494174,0.9401737934668839
64398803,0.0862587171728435
60536063,0.502178845220609
18730911,0.1266066710957583
26449773,0.5350222095400706
81150733,0.4487612067258493
71861686,0.8429583545097716
58184444,0.1320127051061354
85593992,0.3457766086559191
83707598,0.5254305150688521
49134493,0.8094287135815447
85214733,0.9205079871075312
13492205,0.4831316455181255
15664968,0.18184268434564665
27344144,0.608354760487712
87108952,0.9550941968324999
55473819,0.7087188951548574
75469222,0.521003283400489
29762422,0.1404698945332713
39816190,0.9857774987981035
18270242,0.1567115151750469
72489183,0.02654567095235494
66617635,0.5810012130078716
63452816,0.6536068387479301
12441733,0.5716621787476353
63420231,0.9413868333509343
46516024,0.6945817612241375
39673402,0.9557365567874446
42538082,0.5652419756828702
69742232,0.42476630920058656
46823594,0.29142202410159157
80125955,0.6009565103243772
49184470,0.0061317004857279755
30101880,0.32418927650697327
73337689,0.8937936841620175
27557303,0.13722015308731772
17209538,0.24810147745864042
11437418,0.06565064233782214
93606923,0.2569919890905996
87702481,0.9671527937877954
21757191,0.5480138857776398
91057628,0.6558190200549364
46905628,0.1986143254064724
13231951,0.6319181114199421
42505379,0.5385112782521752
99497364,0.35648912315064296
91398454,0.4039169781639622
47277397,0.9511066094496646
12261794,0.7562855157913708
14235861,0.28800445000956765
42799584,0.9890970779647674
29433046,0.9058549172021005
50521920,0.8432038999175615
70807484,0.6731498969318372
10239728,0.9548624604594266
87387484,0.8408423390395032
12154025,0.31336283411392585
64419001,0.10290984919172452
34863222,0.47942935873992887
42650308,0.8270358943537485
75477923,0.12869918474744635
80977140,0.6249520807188884
58130167,0.8238435437602503
15524695,0.8977817646815542
95178925,0.4998728687558376
58399153,0.2771919223914472
93599609,0.034547403172789926
71785564,0.5443354200814362
