Account#,Gross_TWR
94282475,0.8957171838325517
48610606,0.47811976673802536
53569383,0.7565555782679998
97671128,0.07558638830953701
57106966,0.11178578817701235
90715968,0.1227657178198549
38885566,0.16860553345967955
48445978,0.5657709011104427
26012386,0.4253094468472147
80309602,0.3104845007811926
77964282,0.35606760914585933
97042401,0.7099718392571828
67093308,0.7332982188411667
11206154,0.08993309556408502
93707299,0.02702427912685157
47175800,0.4210632471403707
12559457,0.9554152237951257
70178905,0.7397761392711915
12602324,0.21282936719850842
83888402,0.7466444502046671
49238032,0.07550436026392071
49730581,0.7757688027262244
13083012,0.07959343806824515
12240849,0.968116241464167
59494821,0.3759832293463736
16983199,0.17414050499609446
53954682,0.9520432323313558
30121349,0.2567358864975714
90868773,0.6695594058006943
31122513,0.5201594425329429
66284448,0.31440347352118747
51047975,0.14921475429076314
74211891,0.73221289159234
67847007,0.0975556597809274
23859985,0.3133829757922867
64349604,0.9876646983281852
61162209,0.8794606132818024
99326751,0.5121747244333509
36924890,0.0714862823050092
30995520,0.9440968657916683
29121672,0.7756468944750416
86543794,0.20570968301871784
81947890,0.7832090911161647
42092381,0.1830838607134072
35670306,0.20251174399313066
48361357,0.6210110422686028
92718697,0.31834205773131163
52165747,0.07760221504426623
56362892,0.17880367166293554
12978806,0.46749364060629983
86433494,0.3683985378608674
67769403,0.9922825327669853
24200358,0.4458711954026996
29529828,0.1702217408659089
89028882,0.430922230114989
69761462,0.3464725609816458
59189528,0.06825089444494625
97882222,0.9027574715794198
90277559,0.6482234480845962
19482320,0.5962147154786717
35410018,0.09545344112266252
57893191,0.9308087104819908
68223905,0.7052215420755856
87728636,0.02155610615302128
93624702,0.11023366242220622
90142505,0.6616638720076049
44777833,0.4502753193354838
27297753,0.939749640267756
21240973,0.9404858540786122
42822161,0.6004294270825555
56340117,0.49856271657172135
68028046,0.31244345656902084
63521128,0.7325922579101725
73848427,0.5493931709980194
66569792,0.04522358960980477
49125396,0.6775098813480004
86641672,0.2656459126109052
91368000,0.8972213061808444
53032220,0.03367305811514332
72703394,0.15016909502744902
