Account#,Gross_TWR
12096178,0.8404466048158312
44908772,0.541132425638451
28560540,0.14143595188627878
61276854,0.315386706798922
97711054,0.42154640868922544
87167046,0.7022218812050377
50050896,0.041245742343080316
74629780,0.2586235777964754
86665518,0.04487914912088742
15718859,0.3325778764002775
66232095,0.13785770813030118
37450550,0.29798169038900324
75071639,0.9600657102718912
51347669,0.3941808008000919
31577332,0.13500331762248274
43902276,0.8994741687945202
57160269,0.9808275512365913
18892110,0.3330199592028358
90544514,0.6981560315914063
93858866,0.009906791096924827
53051975,0.31888632006777384
87955654,0.2947522288155159
23530751,0.8357011622032198
54328114,0.3974833857449961
19812238,0.7784832926479268
59747716,0.8566516651331184
48503414,0.9549525214613814
38428878,0.22167572434269223
12624588,0.6875438966609612
24438171,0.2975584292008643
61580018,0.7532403790604454
97986999,0.34933563914991406
79648680,0.9304467179129681
44355055,0.5054702944124593
94177300,0.5526119635219411
75863755,0.8572732617877243
76133416,0.11327546001004807
38850076,0.7821264278715708
72830253,0.3041108491513369
81160856,0.007665151650599666
80227147,0.1839970758454389
15836871,0.8311923879485621
81458280,0.0475022044484531
60726671,0.7597065820680756
97766884,0.20449007765990623
66600428,0.768657313350178
82665701,0.15316973722612215
39779415,0.4705669306598036
16420893,0.697893363204236
73278065,0.9199446492584799
68058422,0.5751443535580637
37026081,0.09770642257665774
29874310,0.5167506683535666
39167714,0.4876350287879465
39862223,0.4260129333530799
44251736,0.16409902153903477
84884775,0.8273887449197105
83165736,0.6160169390462007
11949453,0.05577597325339578
95128205,0.8320001049137047
27045256,0.7470813542336747
70950260,0.37179072588604767
29549782,0.982444148648022
20169717,0.032086307933726355
17744875,0.22845320550334047
89818515,0.8851420268483329
59051170,0.6845547564517274
22776926,0.9820072125773792
37322844,0.24572262517780508
43287629,0.14631381435226243
98991194,0.5985319435615153
79347128,0.026484803386217948
16348189,0.858702353710868
55985694,0.3136938374536158
60500818,0.3556858568372966
86511107,0.3221658662833694
86535599,0.5410374466705671
11614453,0.17858495262000706
27928993,0.048757680838361295
25416902,0.7102089116515163
66906154,0.9165593319992695
17047956,0.4389187610169152
86567304,0.010424170289899837
96206122,0.0007229605557874663
66872197,0.523011432467143
39636503,0.4086620026322292
75586784,0.9475968819388251
34322916,0.7896022406548727
76798898,0.41223935022935054
71159934,0.7021947095083981
16055828,0.8560477159908009
97191977,0.5233693029559641
30992356,0.8587246179940257
96991086,0.3357023290699056
70279965,0.23311128330103092
32955150,0.17311694459671556
75781725,0.1441440743115402
94060231,0.9790238056683224
86626718,0.7348147214071808
80836059,0.9522741640925262
57013820,0.9525473849690665
98314477,0.5959816400378091
34366563,0.35799125362800066
85902156,0.7748127928818024
59056684,0.413548795563637
50591549,0.6919976179344404
80543520,0.21616147468834812
71014820,0.6476613465245364
39191313,0.9810614409962148
81280103,0.26175568361930845
63750142,0.3069550779593807
73164332,0.04421469484203544
37991075,0.7233752079200235
10959105,0.2738302562646373
40648967,0.19096110305570757
13486028,0.4584515848019626
44460387,0.785246571570925
40878283,0.28414976554687454
97293262,0.8988155710028694
34503515,0.3425243437082801
84206434,0.10211050662528898
37212441,0.5538446818915035
29731383,0.41310234357398856
76250268,0.05307687053071741
29425471,0.62652104173081
55101277,0.398641069856451
92125610,0.28366377172342927
91239181,0.5940579797790959
94538066,0.38336182534130236
92590169,0.5136124012066102
54920783,0.5695689507308384
20715839,0.4726989395524126
26738418,0.09386450785377587
41463931,0.42799501943363094
80477690,0.782504245480857
79514063,0.916887926015707
62641084,0.13327902727924168
49400399,0.47303448573104456
87095106,0.073606776615184
93059822,0.34517200107796475
95331071,0.07875939435793666
10868341,0.31535262107411566
24840176,0.4135368318025343
99613321,0.9526137853265679
83673153,0.8444115381071158
32743226,0.10125942422301415
95250953,0.5584026666645509
17062996,0.7236628513105304
51500298,0.10933773336151742
48983738,0.9189360576746628
63259587,0.4993124520464769
43639520,0.231077029530794
81513104,0.9768643860159111
53341681,0.6907357635488229
81502465,0.21039695604978992
76603314,0.449866838578151
90703014,0.8019979191854169
30299118,0.6235708656299845
72548719,0.8322829074829428
18907385,0.09451858989143802
60206484,0.18617679377255758
95236114,0.20110028649189005
36418015,0.4759262256517607
63457625,0.7079185452666433
85032438,0.7655312562963067
65728935,0.8092434104584546
60404841,0.38168451950483007
75571264,0.20020650866095846
92100960,0.6481405452719614
26300338,0.8771511874501208
38030235,0.2969364411951494
59007988,0.520708569904487
36013901,0.07695974059219612
22147670,0.12610127045081276
14675749,0.3514864131221087
33347932,0.5519418485217424
89705106,0.6267296417130378
11172932,0.6214857065288343
62508303,0.5802305747719325
52879354,0.11513150974837072
99374516,0.7782295536071774
74541457,0.8008918307557558
74606778,0.8926719302867676
94360818,0.3455917466947803
93837582,0.4331818747282121
71577492,0.7034952595976234
56968261,0.8359101018433603
21280993,0.2950808934080569
57838436,0.8738809035997481
57106983,0.15567175029792224
71143441,0.5203968747167306
32907481,0.21766510194791855
72229690,0.374208176495053
59877051,0.5848071404115519
67687064,0.8198407225991665
12399544,0.9343273545000036
78062610,0.014113759966447814
50309593,0.8257123961192233
27723270,0.9060288230190772
88635425,0.6623446890216141
60207657,0.6190488015689386
14110503,0.19525462033934982
45240651,0.6723459888881295
16441093,0.730833641699748
64436076,0.39232070350853
79849453,0.21491567427344693
29206864,0.6759602375166506
37379247,0.3631599227398733
46336002,0.42848616228879677
54766962,0.054926223255313156
40845618,0.6243147503389859
19126306,0.80813153216057
98183089,0.5838024431690134
18855735,0.007204916239877068
16669199,0.22672344853324433
57550817,0.1600291618777573
71291053,0.9826720087008851
78205375,0.2890244553179542
44130636,0.6120233030676359
99961439,0.5108673044265183
99037530,0.6085140281018101
87543658,0.3162096877792867
17963233,0.026873585283773482
66122699,0.39974671283108854
98397325,0.8887334549529817
41225692,0.31202629570692875
23944931,0.7508969028698441
65120402,0.7960468529661333
88475677,0.9153660068969667
84526608,0.1956346717642221
75153630,0.15849929891692793
91426024,0.7087847455787732
84905575,0.05949056882571091
55154157,0.9077128522380775
13367808,0.7475063102558487
61740672,0.35256555824482716
62106717,0.6614185356296144
18812544,0.10730872343125997
65529307,0.9812566229693187
85820578,0.13725069089854236
47033405,0.20025149009405685
25198514,0.6553312565704084
20032648,0.9520896396461882
16214618,0.5407956842644338
21472578,0.22058011821059686
81491357,0.09454625229075553
38833465,0.3481463128647758
65411461,0.6464580642562096
98897060,0.386082484564387
41921628,0.9000113310874208
35477760,0.4797398027417128
41646112,0.5620130212954759
50105141,0.24510176936671635
91946762,0.07112619274239029
72154273,0.155402472443264
59148481,0.21290990733712278
63502666,0.002801658307803434
50356425,0.8119684480802295
40928446,0.9219807697647547
30991648,0.15035355634036207
50227296,0.1939227362631294
99592688,0.9658234577952887
68139422,0.04487090834140972
69383369,0.8510835456374085
10649361,0.7306388484876112
83555209,0.9066707016236555
87088125,0.7968264078443054
32586574,0.6939104061855534
80519374,0.1889386816648282
59401924,0.6689344380859273
19362889,0.9732395187977596
52110985,0.3849158839934682
22071815,0.5927838003174762
11764722,0.9041553162528558
10879400,0.8023644273571487
64356472,0.3029740315553604
60289130,0.5071204159021441
84346290,0.6936969586200561
47444904,0.9851348911057413
83798762,0.9652683076349068
77187016,0.607439433429686
38759288,0.5236671964372823
13298234,0.10321311324691551
35561954,0.22268462620190566
24450013,0.7484427824726537
19388278,0.632607973059917
15431656,0.16690102348664315
50199038,0.32992881208176383
70430963,0.8392063807700015
45552968,0.9502167969558896
18429118,0.26060042740270206
78668167,0.7987784292452033
52587304,0.3841563118213033
90981577,0.36829799465999546
36992894,0.020460973663015136
46839255,0.12364643800921327
17468216,0.8330626705887593
39459341,0.7386201415756314
62861570,0.3623599978270099
14853121,0.012000561483029637
62347054,0.4915944555296372
43062285,0.8652994187281047
10839321,0.8083212567980473
38215841,0.7120062382460391
73563186,0.2992029992821357
82605674,0.40794590130838015
36683598,0.3147775127469751
85862869,0.862617937348078
63996600,0.2777304765536168
24822239,0.6838181909263601
80593742,0.6007338518909552
33256367,0.03818185064735502
68315047,0.4800300743930861
96030522,0.20127132410838955
41283357,0.08499929526766603
19615227,0.23522557197638083
19699515,0.6910114311367931
96756219,0.4943139746945213
18372082,0.5778007528229565
98548920,0.2320265951652346
90858621,0.04118914480788205
24184769,0.32743554867045366
76671547,0.354893112637927
24154728,0.8501938953328729
40832598,0.5384029390773458
89740055,0.9671610264348738
74914711,0.7920877546838075
28193113,0.15052135194786043
63082389,0.3069347130456189
71236947,0.12452535152472965
75200318,0.13220212036126378
90069545,0.9445768105415252
96119142,0.399016961895319
40202180,0.3570325607990352
96448330,0.03576229571578782
81889560,0.07794452634128379
89771749,0.07069987964959601
28745243,0.7595069398715032
97111698,0.6679563547073225
50809334,0.3778674827945748
76150701,0.6440489768418088
61141226,0.09438963110055332
82852152,0.4022131549043688
68562487,0.21070508661531928
14634050,0.6759755673982074
69376010,0.7385315832855651
57521449,0.5574712530120562
40905245,0.313275148092094
18088009,0.20724888271809305
99826084,0.9628056851269682
83800147,0.6724108041425749
47939268,0.8525381023332621
86381456,0.8660407399095453
35409498,0.1651124990293803
83620654,0.8318739322864526
34266467,0.8283246326610733
40187557,0.8153892315556392
39041857,0.879389130479949
97212838,0.534533749569052
96095381,0.1186428471454466
59473645,0.5578433024065859
90502512,0.3459619289590591
79009776,0.7600047741741316
77075039,0.21464186452043765
24285282,0.6492245758677821
32434168,0.29832400412732263
62796550,0.13433258332835207
