Account#,Gross_TWR
53559130,0.044937811670880956
15706493,0.5586920333628831
26713042,0.9148166030298873
97231350,0.7199802606602801
62082715,0.12735888167900866
62290777,0.025996703589759917
88883125,0.7063275842146343
11714331,0.14553003858738556
77714040,0.48006997496445236
99000291,0.7518209259478509
47107745,0.7183059895023088
40620829,0.6153371838092332
56364585,0.1352690207288374
56172494,0.597550463071302
79047382,0.7326710280645619
98954220,0.9259518528817223
34296516,0.5388181824566741
78830073,0.4094847296449584
58396808,0.47602978365923965
52383720,0.9676929398569655
51411403,0.26753702958505077
57067299,0.5115995289575676
22153788,0.7442664047395783
66345239,0.1840539048515356
18928550,0.613779874123055
50783188,0.4746480184201366
47290388,0.9897551101795021
68679871,0.5886224696001541
52920244,0.3242422885569608
13748430,0.3337276189413373
84438151,0.36545701557283883
94368883,0.3112925610984649
59948030,0.18284409864722206
14128632,0.17363241876652646
87979878,0.4704244300513497
77624284,0.26221581843774533
92847084,0.0010824577955395043
22070130,0.5033744230370972
95537192,0.1567676032251215
71743952,0.7167556222354523
99451732,0.6086673880704921
97116230,0.5947099674181053
95897078,0.25718619704284296
27529659,0.8746236792771648
38255840,0.7761009409596513
69007724,0.3764768139231979
49922215,0.5312983401357981
59675531,0.9569002218213929
63388337,0.7668818029782594
75014953,0.21877616522945764
52505892,0.24684011986295096
38232747,0.7690735832073732
18098691,0.8130221862372495
48407539,0.7584065909502474
82371437,0.8127720424896441
13153920,0.04254642912742668
42067246,0.9189439728406911
92937795,0.9868565618855839
86115568,0.12395963051507919
31390705,0.01301902012608902
52388344,0.05200833126014737
14724026,0.23679313988541373
19596450,0.13404168941382655
23302381,0.9196867792764687
13651289,0.6484325476811528
57277694,0.5464136803743258
44359591,0.2072944907713007
73745609,0.897994707504685
16442901,0.04587765768397434
57707595,0.8426014391677449
47242374,0.9604586588665612
57475928,0.005438030296349816
91284708,0.07515769755855739
45538064,0.5174072125074928
99041367,0.5430403604559987
43518163,0.9406296954170772
67877354,0.7897026097098204
92648030,0.7675595249757643
43719533,0.8299022403821106
