Account#,Gross_TWR
26201666,0.13390436614761592
92471301,0.48218983873500676
92275744,0.1913529876134039
82638663,0.10742638962269135
91762611,0.6314175880041362
44371868,0.06642701353190517
92617018,0.17421382266604646
44907626,0.5229828500835305
93634581,0.6014036499944372
84082648,0.27718398416886336
80056942,0.8528075274524007
27445611,0.029146440842968357
90495279,0.3867750542154571
26695005,0.9286965427112552
30720052,0.49444815661096675
21553816,0.12586222636512134
78327017,0.4920646647106516
35826131,0.9600434615215069
64055096,0.21067991521536444
38612035,0.701955777435782
55769977,0.9170791302399401
90137851,0.30658477917705773
14310519,0.6442414020324758
70660526,0.23402239532352642
92504745,0.45047190370094925
99933669,0.8683255353045626
85272984,0.1615237671677593
89666425,0.9511672551488469
35932574,0.5088022257467106
98430930,0.41787780542031294
61165760,0.1893918559111235
54937890,0.5669347953416889
76076150,0.9648722148602671
24939101,0.06671027341432656
35003128,0.35032453826557985
68379328,0.21418974786349132
60690893,0.7660457123626141
60696156,0.7235376086784587
68914207,0.04685245843528729
80704853,0.2221470780858612
18945954,0.15504771635854275
63833788,0.18134136293591108
15283181,0.938873193522283
35037121,0.025026845904737693
50411754,0.5064326813881344
41036480,0.0996156229182954
26070844,0.3564236965209856
12971876,0.15299099764323632
43403670,0.32907180405514247
41258554,0.5466197430669063
42572396,0.04196075556549106
55560438,0.37154713291273356
93487319,0.2970722409427139
80805205,0.8000678290190565
17643322,0.5185789237162346
70671404,0.14976626025059459
74519079,0.5269670168990823
72581176,0.7820269034553264
22898095,0.1314328422956581
18260797,0.2233579831831526
46689089,0.09363339332878284
88260810,0.30432560029742906
70861517,0.18504252487994588
77571122,0.07523332847127351
92822435,0.5996841221800003
98120408,0.6890845037406141
26460417,0.8643225552247219
71485889,0.4656024620472018
16123125,0.6973833937003537
10659931,0.32897711698437704
85206231,0.42798858817712204
51166235,0.6578186566050466
66900123,0.7518966497744929
27278915,0.22843974599404404
73373402,0.35992834762871484
39454320,0.13820049566402293
26864842,0.7556557496211223
40492311,0.8510605182681882
16774867,0.18367478421677452
92238704,0.4791944831448819
14889861,0.0758856496808813
70312227,0.3413831182404762
41853671,0.19934808128630577
83236121,0.22963953508089396
82077695,0.2967241177790113
89050730,0.02603424218773953
30499056,0.6378047888871115
67396761,0.30002904822420273
81242486,0.816400975686025
42733437,0.234851852833437
22718531,0.34073412622202703
53405698,0.46746338336044857
13415301,0.09672727047666108
91105741,0.13151320969815217
18246513,0.5433277891972035
43932945,0.3168336182425693
48092558,0.0267112098002813
34801335,0.46862474307836566
32824892,0.8819521193120411
69809147,0.061054433213089676
34396586,0.7529821260290838
54835785,0.6688679793593834
59896772,0.501262447348184
95351178,0.23284767886769242
35732008,0.8541543468711837
44874302,0.6843466816662012
37493310,0.41667190002464405
43122825,0.438549623291108
71919328,0.7692456410604993
35055415,0.858935518678751
15697970,0.3775029139708065
49252371,0.10635188496460268
15200846,0.6009520412866556
21136741,0.6480801547040395
10613452,0.8764688973449402
13876963,0.6686962479991021
89119832,0.9601195549942784
28266092,0.767302739531144
99257488,0.7332576599288965
64831192,0.6815836959626884
69002592,0.6861083342101634
94333901,0.2906679209942923
51637311,0.10486970074890067
81104206,0.1068892411164083
11339271,0.779893026143856
62898314,0.3430483032902022
34197934,0.6667080896264546
84298339,0.8572386505695992
14110783,0.6856668116025083
78211439,0.7375556474955873
96615291,0.6904256034638607
12650299,0.02136826675604231
57830994,0.3421326540620262
18898315,0.2758566673975662
88112376,0.4190709897556324
83009997,0.8381858229703039
56802980,0.19047382940113355
53347371,0.12496050639260436
97685443,0.8639663523618842
12958715,0.23031153833055384
63586777,0.4524285897958259
12548237,0.8830585239927169
70372659,0.8098710493793917
34133684,0.03606255308434103
22242648,0.8177541138858838
